203915 381.56330518654846 140.52 813.0 17.28
203099 3062.198203428899 1047.44 20497.0 5.11
202357 98.56238436291883 72.96000000000001 2594.0 2.81
201937 457.7072138893012 125.4 1545.0 8.12
2749 3163.5847992891186 1091.4 8835.0 12.35
201149 147.8821942375177 90.64 2060.0 4.4
202334 99.23468591219064 77.36 3219.0 2.4
202349 740.2567306492319 251.76000000000002 2706.0 9.3
2544 12463.78473075938 5564.400000000001 87946.0 6.33
201574 331.5967093498145 239.64000000000001 8599.0 2.79
203094 147.1386917992402 104.8 4498.0 2.33
1626163 171.19783170274786 102.24000000000001 4249.0 2.41
202688 1232.1487285028527 446.2 6094.0 7.32
2449 255.90277929198152 159.16 5782.0 2.75
203943 73.7556248005934 50.36 3001.0 1.68
200794 115.84309577142696 66.96000000000001 1861.0 3.6
203515 226.24373272169095 61.120000000000005 451.0 13.55
2216 188.43245176196675 150.56 4833.0 3.12
2744 39.9991031542222 47.08 1856.0 2.54
202389 1413.8071648352507 973.24 42011.0 2.32
201156 185.9914848047927 78.48 2320.0 3.38
203914 635.5117062658142 252.4 10469.0 2.41
203463 281.9394497001994 108.28 5527.0 1.96
202692 1242.6715544945391 438.64 5146.0 8.52
201967 129.3174884878913 80.8 5169.0 1.56
201145 368.335366961473 146.44 3421.0 4.28
2594 25.657487591115803 19.16 1724.0 1.11
2592 444.4127117607731 331.2 20145.0 1.64
2747 2760.8989047689843 1488.96 68287.0 2.18
201188 280.0654870850075 251.44 5712.0 4.4
2550 567.4518067190355 184.64000000000001 2065.0 8.94
203901 1224.484803435847 408.36 3322.0 12.29
203546 3949.8320974512426 1550.44 22644.0 6.85
203114 582.0727423156259 279.36 9022.0 3.1
203141 174.73471215626338 111.08 3418.0 3.25
101135 180.9561804986401 96.92 2040.0 4.75
203933 384.69916629051045 177.32 5895.0 3.01
203497 180.10249868726024 136.12 4248.0 3.2
203952 337.28987778686957 158.04 4452.0 3.55
203382 28.092260305799186 23.6 1841.0 1.28
708 42.83343064897426 36.800000000000004 1142.0 3.22
201959 133.21803276032577 82.4 5227.0 1.58
203084 2096.57359325604 1161.04 48820.0 2.38
1626167 138.73077080320755 84.76 2757.0 3.07
101126 306.8238128713023 123.48 1143.0 10.8
202694 222.29171550135248 132.44 7144.0 1.85
201583 203.19415130608968 125.76 5417.0 2.32
203932 249.92195114420582 113.60000000000001 4947.0 2.3
101123 193.33225154699807 90.64 4558.0 1.99
203524 228.40870921705925 89.92 2547.0 3.53
203521 14609.222357539358 4965.28 66627.0 7.45
202325 34.516311319358856 25.16 2848.0 0.88
101107 127.64530901363054 88.24 5615.0 1.57
1626148 103.1104944971747 55.84 3172.0 1.76
203921 14.797908076936356 12.8 555.0 2.31
202322 1548.1465009538883 566.64 4879.0 11.61
201168 9.941610040626834 5.96 568.0 1.05
201582 49.09198073582472 37.96 1385.0 2.74
203496 244.88228501474862 146.04 4513.0 3.24
203148 709.6304987261283 241.28 2180.0 11.07
2617 60.04114333288944 46.24 1615.0 2.86
101139 159.71334974487 68.60000000000001 3496.0 1.96
201571 239.40273742127124 95.04 869.0 10.94
203095 311.0126023970134 123.0 4091.0 3.01
1626156 1148.9590439386916 388.12 3324.0 11.68
202087 162.22289484162766 68.08 3341.0 2.04
2419 40.856995755497685 20.72 2153.0 0.96
2548 991.6720197652977 341.28000000000003 5517.0 6.19
201573 375.4044427992668 143.48 3845.0 3.73
201977 241.42973910451943 96.8 2666.0 3.63
202397 2210.4270600435893 645.2 5231.0 12.33
203922 132.28259212936717 61.44 2628.0 2.34
201167 422.4039575909711 184.48 3968.0 4.65
202711 191.35026463325704 101.56 5904.0 1.72
202720 149.0935055236821 93.52 2982.0 3.14
201580 40.364446251741235 33.32 1317.0 2.53
2406 17.713960369211183 14.92 344.0 4.34
203482 201.88081524814856 101.56 3526.0 2.88
203506 527.8028054857734 210.96 3530.0 5.98
203076 439.5926540707858 226.44 7078.0 3.2
101109 423.9831840560905 182.72 2248.0 8.13
203089 69.9169941986144 60.76 2809.0 2.16
101114 643.0453246378315 231.68 2592.0 8.94
203487 2754.5412933890534 1003.76 8143.0 12.33
101161 91.21877677570039 70.08 2607.0 2.69
203079 67.08692898857515 21.76 1260.0 1.73
201162 183.97140437158237 102.92 3979.0 2.59
202730 109.01461071032442 94.68 3155.0 3.0
203512 38.59852501853175 24.04 1666.0 1.44
202341 147.11759971696432 56.44 2541.0 2.22
1891 110.54713945153213 40.08 1080.0 3.71
1626171 38.560217816943265 31.2 1950.0 1.6
204020 649.3389985740321 244.24 3531.0 6.92
204028 109.38664001311159 67.96000000000001 2158.0 3.15
200765 2421.0439129173765 939.36 6967.0 13.48
204001 200.57645917197522 151.24 5225.0 2.89
203085 565.7394244473091 203.0 4192.0 4.84
202330 758.6079780861857 323.88 6284.0 5.15
203500 35.58371737751554 26.36 1636.0 1.61
2570 32.25576071947565 24.080000000000002 1099.0 2.19
1713 49.118602834425346 30.560000000000002 939.0 3.25
202498 197.0012774633658 122.12 3941.0 3.1
203087 551.7564124081089 214.16 4476.0 4.78
202355 78.91122681519455 53.96 3435.0 1.57
101181 1411.54881226225 488.24 5162.0 9.46
